customer_id,total_spend,avg_spend,max_spend,previous_purchases,avg_review_rating,age,gender,location,subscription_status,preferred_payment,preferred_shipping,category_diversity,product_diversity,discount_orders,promo_orders,purchase_frequency,aov,total_transactions,repeat_customer_flag,promo_dependency_score,satisfaction_flag,spend_score,frequency_score,purchase_history_score,value_score,value_tier,organic_spend,organic_spend_ratio,avg_discount_spend,avg_non_discount_spend,discount_sensitivity_score,high_margin_customer,organic_demand_score,risk_flag,loyalty_score_1,review_score_normalized,low_promo_score,loyalty_score_2,loyalty1_group,loyalty2_group,customer_segment,strategic_segment,Season,Category
625,87,87.0,87,21,3.4,55,Male,South Carolina,Yes,Paypal,Express,1,1,1,1,Annually,4.14,1,0,1.0,Unsatisfied,0.8375000000000001,0.0,0.4081632653061224,50.04,Platinum,0.0,0.0,87.0,0.0,1.0,No,33.5,High Risk,16.33,0.3600000000000001,0.0,44.3,Medium,Medium,Discount Hunters,Promo Locked,Fall,Clothing
626,79,79.0,79,1,4.0,49,Male,Delaware,Yes,Venmo,Next Day Air,1,1,1,1,Weekly,79.0,1,0,1.0,Unsatisfied,0.7375,0.0,0.0,36.88,Gold,0.0,0.0,79.0,0.0,1.0,No,29.5,Low Risk,0.0,0.6000000000000001,0.0,47.5,Low,Medium,Discount Hunters,Promo Locked,Fall,Accessories
627,79,79.0,79,10,3.9,31,Male,New Hampshire,Yes,Venmo,Standard,1,1,1,1,Annually,7.9,1,0,1.0,Unsatisfied,0.7375,0.0,0.183673469387755,40.55,Gold,0.0,0.0,79.0,0.0,1.0,No,29.5,Low Risk,7.35,0.56,0.0,46.3,Low,Medium,Discount Hunters,Promo Locked,Spring,Accessories
628,44,44.0,44,24,4.1,42,Male,Oregon,Yes,Paypal,Express,1,1,1,1,Monthly,1.83,1,0,1.0,Unsatisfied,0.3,0.0,0.4693877551020408,24.39,Silver,0.0,0.0,44.0,0.0,1.0,No,12.0,Low Risk,18.78,0.6399999999999999,0.0,31.2,Medium,Low,Discount Hunters,Promo Locked,Winter,Footwear
629,85,85.0,85,29,3.750064716541548,69,Male,Massachusetts,Yes,Credit Card,2-Day Shipping,1,1,1,1,Monthly,2.93,1,0,1.0,Unsatisfied,0.8125,0.0,0.5714285714285714,52.05,Platinum,0.0,0.0,85.0,0.0,1.0,No,32.5,Low Risk,22.86,,0.0,,Medium,,Discount Hunters,Promo Locked,Fall,Clothing
630,90,90.0,90,11,4.7,26,Male,Vermont,Yes,Debit Card,Standard,1,1,1,1,Annually,8.18,1,0,1.0,Unsatisfied,0.875,0.0,0.2040816326530612,47.83,Platinum,0.0,0.0,90.0,0.0,1.0,No,35.0,Low Risk,8.16,0.8800000000000001,0.0,61.4,Low,Medium,Discount Hunters,Promo Locked,Spring,Footwear
631,94,94.0,94,33,4.3,41,Male,Mississippi,Yes,Debit Card,2-Day Shipping,1,1,1,1,Annually,2.85,1,0,1.0,Unsatisfied,0.925,0.0,0.6530612244897959,59.31,Platinum,0.0,0.0,94.0,0.0,1.0,No,37.0,Low Risk,26.12,0.72,0.0,58.6,Medium,Medium,Discount Hunters,Promo Locked,Fall,Accessories
632,68,68.0,68,27,4.1,55,Male,Washington,Yes,Cash,Store Pickup,1,1,1,1,Fortnightly,2.52,1,0,1.0,Unsatisfied,0.6000000000000001,0.0,0.5306122448979591,40.61,Gold,0.0,0.0,68.0,0.0,1.0,No,24.0,Low Risk,21.22,0.6399999999999999,0.0,43.2,Medium,Medium,Discount Hunters,Promo Locked,Summer,Footwear
633,51,51.0,51,19,3.9,35,Male,Wyoming,Yes,Venmo,Next Day Air,1,1,1,1,Fortnightly,2.68,1,0,1.0,Unsatisfied,0.3875,0.0,0.3673469387755101,26.72,Silver,0.0,0.0,51.0,0.0,1.0,No,15.5,Low Risk,14.69,0.56,0.0,32.3,Medium,Low,Discount Hunters,Promo Locked,Winter,Accessories
634,33,33.0,33,50,2.9,66,Male,Minnesota,Yes,Debit Card,Express,1,1,1,1,Quarterly,0.66,1,0,1.0,Unsatisfied,0.1625,0.0,1.0,28.12,Silver,0.0,0.0,33.0,0.0,1.0,No,6.5,High Risk,40.0,0.1599999999999999,0.0,11.3,High,Low,Discount Hunters,Promo Locked,Spring,Footwear
635,60,60.0,60,46,3.9,36,Male,Ohio,Yes,Paypal,Standard,1,1,1,1,Weekly,1.3,1,0,1.0,Unsatisfied,0.5,0.0,0.9183673469387754,43.37,Gold,0.0,0.0,60.0,0.0,1.0,No,20.0,Low Risk,36.73,0.56,0.0,36.8,High,Low,Discount Hunters,Promo Locked,Summer,Footwear
636,59,59.0,59,28,4.3,27,Male,South Carolina,Yes,Cash,2-Day Shipping,1,1,1,1,Quarterly,2.11,1,0,1.0,Unsatisfied,0.4875,0.0,0.5510204081632653,35.4,Gold,0.0,0.0,59.0,0.0,1.0,No,19.5,Low Risk,22.04,0.72,0.0,41.1,Medium,Low,Discount Hunters,Promo Locked,Fall,Clothing
637,30,30.0,30,14,2.8,41,Male,Wisconsin,Yes,Bank Transfer,Store Pickup,1,1,1,1,Every 3 Months,2.14,1,0,1.0,Unsatisfied,0.125,0.0,0.2653061224489795,11.56,Bronze,0.0,0.0,30.0,0.0,1.0,No,5.0,High Risk,10.61,0.1199999999999998,0.0,8.6,Low,Low,Discount Hunters,Promo Locked,Summer,Accessories
638,20,20.0,20,46,3.4,21,Male,Tennessee,Yes,Cash,2-Day Shipping,1,1,1,1,Fortnightly,0.43,1,0,1.0,Unsatisfied,0.0,0.0,0.9183673469387754,18.37,Bronze,0.0,0.0,20.0,0.0,1.0,No,0.0,High Risk,36.73,0.3600000000000001,0.0,10.8,High,Low,Discount Hunters,Promo Locked,Winter,Clothing
639,20,20.0,20,41,2.7,53,Male,Maryland,Yes,Paypal,Express,1,1,1,1,Monthly,0.49,1,0,1.0,Unsatisfied,0.0,0.0,0.8163265306122448,16.33,Bronze,0.0,0.0,20.0,0.0,1.0,No,0.0,High Risk,32.65,0.08,0.0,2.4,High,Low,Discount Hunters,Promo Locked,Summer,Footwear
640,24,24.0,24,50,4.0,54,Male,Mississippi,Yes,Credit Card,2-Day Shipping,1,1,1,1,Annually,0.48,1,0,1.0,Unsatisfied,0.05,0.0,1.0,22.5,Silver,0.0,0.0,24.0,0.0,1.0,No,2.0,Low Risk,40.0,0.6000000000000001,0.0,20.0,High,Low,Discount Hunters,Promo Locked,Spring,Clothing
641,88,88.0,88,28,4.4,53,Male,Minnesota,Yes,Debit Card,Store Pickup,1,1,1,1,Fortnightly,3.14,1,0,1.0,Unsatisfied,0.8500000000000001,0.0,0.5510204081632653,53.52,Platinum,0.0,0.0,88.0,0.0,1.0,No,34.0,Low Risk,22.04,0.7600000000000002,0.0,56.8,Medium,Medium,Discount Hunters,Promo Locked,Summer,Clothing
642,78,78.0,78,23,3.9,47,Male,Alaska,Yes,Credit Card,2-Day Shipping,1,1,1,1,Every 3 Months,3.39,1,0,1.0,Unsatisfied,0.7250000000000001,0.0,0.4489795918367346,45.23,Gold,0.0,0.0,78.0,0.0,1.0,No,29.0,Low Risk,17.96,0.56,0.0,45.8,Medium,Medium,Discount Hunters,Promo Locked,Winter,Clothing
643,25,25.0,25,14,2.8,64,Male,Arkansas,Yes,Debit Card,2-Day Shipping,1,1,1,1,Bi-Weekly,1.79,1,0,1.0,Unsatisfied,0.0625,0.0,0.2653061224489795,8.43,Bronze,0.0,0.0,25.0,0.0,1.0,No,2.5,High Risk,10.61,0.1199999999999998,0.0,6.1,Low,Low,Discount Hunters,Promo Locked,Spring,Clothing
644,57,57.0,57,10,3.2,18,Male,Oregon,Yes,Bank Transfer,Next Day Air,1,1,1,1,Every 3 Months,5.7,1,0,1.0,Unsatisfied,0.4625,0.0,0.183673469387755,26.8,Silver,0.0,0.0,57.0,0.0,1.0,No,18.5,High Risk,7.35,0.2800000000000002,0.0,26.9,Low,Low,Discount Hunters,Promo Locked,Winter,Clothing
645,93,93.0,93,37,4.3,68,Male,Louisiana,Yes,Cash,Next Day Air,1,1,1,1,Weekly,2.51,1,0,1.0,Unsatisfied,0.9125,0.0,0.7346938775510203,60.32,Platinum,0.0,0.0,93.0,0.0,1.0,No,36.5,Low Risk,29.39,0.72,0.0,58.1,High,Medium,Discount Hunters,Promo Locked,Summer,Accessories
646,42,42.0,42,15,4.2,62,Male,Oklahoma,Yes,Venmo,Express,1,1,1,1,Bi-Weekly,2.8,1,0,1.0,Unsatisfied,0.275,0.0,0.2857142857142856,19.46,Bronze,0.0,0.0,42.0,0.0,1.0,No,11.0,Low Risk,11.43,0.6800000000000002,0.0,31.4,Low,Low,Discount Hunters,Promo Locked,Summer,Clothing
647,54,54.0,54,19,4.9,51,Male,Indiana,Yes,Venmo,Standard,1,1,1,1,Bi-Weekly,2.84,1,0,1.0,Unsatisfied,0.425,0.0,0.3673469387755101,28.6,Silver,0.0,0.0,54.0,0.0,1.0,No,17.0,Low Risk,14.69,0.9600000000000002,0.0,45.8,Medium,Medium,Discount Hunters,Promo Locked,Spring,Footwear
648,70,70.0,70,23,3.7,54,Male,Mississippi,Yes,Credit Card,Express,1,1,1,1,Fortnightly,3.04,1,0,1.0,Unsatisfied,0.625,0.0,0.4489795918367346,40.23,Gold,0.0,0.0,70.0,0.0,1.0,No,25.0,Low Risk,17.96,0.4800000000000002,0.0,39.4,Medium,Low,Discount Hunters,Promo Locked,Summer,Clothing
649,31,31.0,31,35,4.1,22,Male,Michigan,Yes,Credit Card,Store Pickup,1,1,1,1,Weekly,0.89,1,0,1.0,Unsatisfied,0.1375,0.0,0.693877551020408,20.75,Bronze,0.0,0.0,31.0,0.0,1.0,No,5.5,Low Risk,27.76,0.6399999999999999,0.0,24.7,High,Low,Discount Hunters,Promo Locked,Winter,Clothing
650,93,93.0,93,33,4.2,53,Male,Delaware,Yes,Paypal,Store Pickup,1,1,1,1,Every 3 Months,2.82,1,0,1.0,Unsatisfied,0.9125,0.0,0.6530612244897959,58.69,Platinum,0.0,0.0,93.0,0.0,1.0,No,36.5,Low Risk,26.12,0.6800000000000002,0.0,56.9,Medium,Medium,Discount Hunters,Promo Locked,Spring,Clothing
651,40,40.0,40,12,3.9,34,Male,Florida,Yes,Bank Transfer,Next Day Air,1,1,1,1,Annually,3.33,1,0,1.0,Unsatisfied,0.25,0.0,0.2244897959183673,16.99,Bronze,0.0,0.0,40.0,0.0,1.0,No,10.0,Low Risk,8.98,0.56,0.0,26.8,Low,Low,Discount Hunters,Promo Locked,Spring,Accessories
652,32,32.0,32,41,2.9,32,Male,Arkansas,Yes,Venmo,Next Day Air,1,1,1,1,Fortnightly,0.78,1,0,1.0,Unsatisfied,0.15,0.0,0.8163265306122448,23.83,Silver,0.0,0.0,32.0,0.0,1.0,No,6.0,High Risk,32.65,0.1599999999999999,0.0,10.8,High,Low,Discount Hunters,Promo Locked,Summer,Accessories
653,27,27.0,27,27,3.1,64,Male,Minnesota,Yes,Venmo,Free Shipping,1,1,1,1,Weekly,1.0,1,0,1.0,Unsatisfied,0.0875,0.0,0.5306122448979591,14.99,Bronze,0.0,0.0,27.0,0.0,1.0,No,3.5,High Risk,21.22,0.2400000000000002,0.0,10.7,Medium,Low,Discount Hunters,Promo Locked,Winter,Accessories
654,68,68.0,68,45,3.6,20,Male,North Dakota,Yes,Cash,2-Day Shipping,1,1,1,1,Fortnightly,1.51,1,0,1.0,Unsatisfied,0.6000000000000001,0.0,0.8979591836734693,47.96,Platinum,0.0,0.0,68.0,0.0,1.0,No,24.0,Low Risk,35.92,0.4400000000000001,0.0,37.2,High,Low,Discount Hunters,Promo Locked,Winter,Accessories
655,59,59.0,59,23,4.4,24,Male,California,Yes,Venmo,2-Day Shipping,1,1,1,1,Annually,2.57,1,0,1.0,Unsatisfied,0.4875,0.0,0.4489795918367346,33.35,Silver,0.0,0.0,59.0,0.0,1.0,No,19.5,Low Risk,17.96,0.7600000000000002,0.0,42.3,Medium,Low,Discount Hunters,Promo Locked,Summer,Accessories
656,36,36.0,36,19,3.1,20,Male,Mississippi,Yes,Venmo,Free Shipping,1,1,1,1,Monthly,1.89,1,0,1.0,Unsatisfied,0.2,0.0,0.3673469387755101,17.35,Bronze,0.0,0.0,36.0,0.0,1.0,No,8.0,High Risk,14.69,0.2400000000000002,0.0,15.2,Medium,Low,Discount Hunters,Promo Locked,Fall,Accessories
657,23,23.0,23,6,3.9,42,Male,Pennsylvania,Yes,Paypal,Standard,1,1,1,1,Quarterly,3.83,1,0,1.0,Unsatisfied,0.0375,0.0,0.1020408163265306,3.92,Bronze,0.0,0.0,23.0,0.0,1.0,No,1.5,Low Risk,4.08,0.56,0.0,18.3,Low,Low,Discount Hunters,Promo Locked,Summer,Clothing
658,80,80.0,80,6,4.3,48,Male,Arizona,Yes,Paypal,Free Shipping,1,1,1,1,Quarterly,13.33,1,0,1.0,Unsatisfied,0.75,0.0,0.1020408163265306,39.54,Gold,0.0,0.0,80.0,0.0,1.0,No,30.0,Low Risk,4.08,0.72,0.0,51.6,Low,Medium,Discount Hunters,Promo Locked,Winter,Outerwear
659,37,37.0,37,20,4.9,62,Male,Louisiana,Yes,Venmo,Store Pickup,1,1,1,1,Weekly,1.85,1,0,1.0,Unsatisfied,0.2125,0.0,0.3877551020408162,18.38,Bronze,0.0,0.0,37.0,0.0,1.0,No,8.5,Low Risk,15.51,0.9600000000000002,0.0,37.3,Medium,Low,Discount Hunters,Promo Locked,Fall,Accessories
660,52,52.0,52,8,3.6,62,Male,Virginia,Yes,Cash,2-Day Shipping,1,1,1,1,Weekly,6.5,1,0,1.0,Unsatisfied,0.4,0.0,0.1428571428571428,22.86,Silver,0.0,0.0,52.0,0.0,1.0,No,16.0,Low Risk,5.71,0.4400000000000001,0.0,29.2,Low,Low,Discount Hunters,Promo Locked,Spring,Clothing
661,79,79.0,79,39,5.0,50,Male,Montana,Yes,Credit Card,2-Day Shipping,1,1,1,1,Quarterly,2.03,1,0,1.0,Unsatisfied,0.7375,0.0,0.7755102040816325,52.39,Platinum,0.0,0.0,79.0,0.0,1.0,No,29.5,Low Risk,31.02,1.0,0.0,59.5,High,Medium,Discount Hunters,Promo Locked,Fall,Outerwear
662,68,68.0,68,39,4.1,57,Male,Iowa,Yes,Credit Card,Store Pickup,1,1,1,1,Quarterly,1.74,1,0,1.0,Unsatisfied,0.6000000000000001,0.0,0.7755102040816325,45.51,Gold,0.0,0.0,68.0,0.0,1.0,No,24.0,Low Risk,31.02,0.6399999999999999,0.0,43.2,High,Medium,Discount Hunters,Promo Locked,Fall,Clothing
663,98,98.0,98,39,2.8,24,Male,Illinois,Yes,Venmo,Express,1,1,1,1,Bi-Weekly,2.51,1,0,1.0,Unsatisfied,0.975,0.0,0.7755102040816325,64.26,Platinum,0.0,0.0,98.0,0.0,1.0,No,39.0,High Risk,31.02,0.1199999999999998,0.0,42.6,High,Low,Discount Hunters,Promo Locked,Fall,Accessories
664,83,83.0,83,23,4.7,59,Male,Alaska,Yes,Credit Card,Express,1,1,1,1,Monthly,3.61,1,0,1.0,Unsatisfied,0.7875000000000001,0.0,0.4489795918367346,48.35,Platinum,0.0,0.0,83.0,0.0,1.0,No,31.5,Low Risk,17.96,0.8800000000000001,0.0,57.9,Medium,Medium,Discount Hunters,Promo Locked,Fall,Clothing
665,83,83.0,83,41,4.4,63,Male,Colorado,Yes,Paypal,Express,1,1,1,1,Bi-Weekly,2.02,1,0,1.0,Unsatisfied,0.7875000000000001,0.0,0.8163265306122448,55.7,Platinum,0.0,0.0,83.0,0.0,1.0,No,31.5,Low Risk,32.65,0.7600000000000002,0.0,54.3,High,Medium,Discount Hunters,Promo Locked,Winter,Clothing
666,55,55.0,55,50,4.9,41,Male,New Mexico,Yes,Credit Card,2-Day Shipping,1,1,1,1,Annually,1.1,1,0,1.0,Unsatisfied,0.4375,0.0,1.0,41.88,Gold,0.0,0.0,55.0,0.0,1.0,No,17.5,Low Risk,40.0,0.9600000000000002,0.0,46.3,High,Medium,Discount Hunters,Promo Locked,Spring,Clothing
667,26,26.0,26,30,3.1,35,Male,Colorado,Yes,Debit Card,Free Shipping,1,1,1,1,Quarterly,0.87,1,0,1.0,Unsatisfied,0.075,0.0,0.5918367346938774,15.59,Bronze,0.0,0.0,26.0,0.0,1.0,No,3.0,High Risk,23.67,0.2400000000000002,0.0,10.2,Medium,Low,Discount Hunters,Promo Locked,Winter,Clothing
668,76,76.0,76,32,2.6,34,Male,Arizona,Yes,Bank Transfer,Standard,1,1,1,1,Quarterly,2.38,1,0,1.0,Unsatisfied,0.7000000000000001,0.0,0.6326530612244897,47.65,Platinum,0.0,0.0,76.0,0.0,1.0,No,28.0,High Risk,25.31,0.04,0.0,29.2,Medium,Low,Discount Hunters,Promo Locked,Winter,Accessories
669,85,85.0,85,35,2.9,49,Male,Hawaii,Yes,Bank Transfer,Express,1,1,1,1,Monthly,2.43,1,0,1.0,Unsatisfied,0.8125,0.0,0.693877551020408,54.5,Platinum,0.0,0.0,85.0,0.0,1.0,No,32.5,High Risk,27.76,0.1599999999999999,0.0,37.3,High,Low,Discount Hunters,Promo Locked,Fall,Clothing
670,89,89.0,89,45,3.3,43,Male,Illinois,Yes,Venmo,Free Shipping,1,1,1,1,Bi-Weekly,1.98,1,0,1.0,Unsatisfied,0.8625,0.0,0.8979591836734693,61.08,Platinum,0.0,0.0,89.0,0.0,1.0,No,34.5,High Risk,35.92,0.32,0.0,44.1,High,Medium,Discount Hunters,Promo Locked,Spring,Outerwear
671,41,41.0,41,37,4.8,63,Male,Louisiana,Yes,Cash,Next Day Air,1,1,1,1,Bi-Weekly,1.11,1,0,1.0,Unsatisfied,0.2625,0.0,0.7346938775510203,27.82,Silver,0.0,0.0,41.0,0.0,1.0,No,10.5,Low Risk,29.39,0.92,0.0,38.1,High,Low,Discount Hunters,Promo Locked,Spring,Clothing
672,30,30.0,30,45,4.7,38,Male,Iowa,Yes,Cash,Express,1,1,1,1,Weekly,0.67,1,0,1.0,Unsatisfied,0.125,0.0,0.8979591836734693,24.21,Silver,0.0,0.0,30.0,0.0,1.0,No,5.0,Low Risk,35.92,0.8800000000000001,0.0,31.4,High,Low,Discount Hunters,Promo Locked,Winter,Outerwear
673,53,53.0,53,29,3.3,59,Male,Washington,Yes,Cash,2-Day Shipping,1,1,1,1,Quarterly,1.83,1,0,1.0,Unsatisfied,0.4125000000000001,0.0,0.5714285714285714,32.05,Silver,0.0,0.0,53.0,0.0,1.0,No,16.5,High Risk,22.86,0.32,0.0,26.1,Medium,Low,Discount Hunters,Promo Locked,Winter,Clothing
674,66,66.0,66,27,4.2,35,Male,Oklahoma,Yes,Venmo,Free Shipping,1,1,1,1,Bi-Weekly,2.44,1,0,1.0,Unsatisfied,0.5750000000000001,0.0,0.5306122448979591,39.36,Gold,0.0,0.0,66.0,0.0,1.0,No,23.0,Low Risk,21.22,0.6800000000000002,0.0,43.4,Medium,Medium,Discount Hunters,Promo Locked,Spring,Clothing
675,33,33.0,33,36,4.7,48,Male,Washington,Yes,Bank Transfer,Store Pickup,1,1,1,1,Annually,0.92,1,0,1.0,Unsatisfied,0.1625,0.0,0.7142857142857142,22.41,Silver,0.0,0.0,33.0,0.0,1.0,No,6.5,Low Risk,28.57,0.8800000000000001,0.0,32.9,High,Low,Discount Hunters,Promo Locked,Winter,Accessories
676,86,86.0,86,9,2.6,64,Male,Arkansas,Yes,Cash,2-Day Shipping,1,1,1,1,Annually,9.56,1,0,1.0,Unsatisfied,0.825,0.0,0.1632653061224489,44.52,Gold,0.0,0.0,86.0,0.0,1.0,No,33.0,High Risk,6.53,0.04,0.0,34.2,Low,Low,Discount Hunters,Promo Locked,Spring,Accessories
677,60,60.0,60,38,2.9,28,Male,Connecticut,Yes,Venmo,2-Day Shipping,1,1,1,1,Bi-Weekly,1.58,1,0,1.0,Unsatisfied,0.5,0.0,0.7551020408163265,40.1,Gold,0.0,0.0,60.0,0.0,1.0,No,20.0,High Risk,30.2,0.1599999999999999,0.0,24.8,High,Low,Discount Hunters,Promo Locked,Winter,Clothing
678,62,62.0,62,41,2.7,60,Male,Washington,Yes,Paypal,Express,1,1,1,1,Annually,1.51,1,0,1.0,Unsatisfied,0.525,0.0,0.8163265306122448,42.58,Gold,0.0,0.0,62.0,0.0,1.0,No,21.0,High Risk,32.65,0.08,0.0,23.4,High,Low,Discount Hunters,Promo Locked,Summer,Clothing
679,74,74.0,74,25,3.3,27,Male,Maine,Yes,Debit Card,Store Pickup,1,1,1,1,Every 3 Months,2.96,1,0,1.0,Unsatisfied,0.675,0.0,0.4897959183673469,43.55,Gold,0.0,0.0,74.0,0.0,1.0,No,27.0,High Risk,19.59,0.32,0.0,36.6,Medium,Low,Discount Hunters,Promo Locked,Fall,Clothing
680,95,95.0,95,37,3.4,56,Male,Michigan,Yes,Venmo,Express,1,1,1,1,Fortnightly,2.57,1,0,1.0,Unsatisfied,0.9375,0.0,0.7346938775510203,61.57,Platinum,0.0,0.0,95.0,0.0,1.0,No,37.5,High Risk,29.39,0.3600000000000001,0.0,48.3,High,Medium,Discount Hunters,Promo Locked,Fall,Footwear
681,25,25.0,25,3,4.2,58,Male,Tennessee,Yes,Paypal,Express,1,1,1,1,Annually,8.33,1,0,1.0,Unsatisfied,0.0625,0.0,0.0408163265306122,3.94,Bronze,0.0,0.0,25.0,0.0,1.0,No,2.5,Low Risk,1.63,0.6800000000000002,0.0,22.9,Low,Low,Discount Hunters,Promo Locked,Spring,Footwear
682,59,59.0,59,24,3.8,30,Male,Louisiana,Yes,Credit Card,2-Day Shipping,1,1,1,1,Every 3 Months,2.46,1,0,1.0,Unsatisfied,0.4875,0.0,0.4693877551020408,33.76,Silver,0.0,0.0,59.0,0.0,1.0,No,19.5,Low Risk,18.78,0.52,0.0,35.1,Medium,Low,Discount Hunters,Promo Locked,Winter,Clothing
683,29,29.0,29,49,4.0,23,Male,Missouri,Yes,Credit Card,Standard,1,1,1,1,Bi-Weekly,0.59,1,0,1.0,Unsatisfied,0.1125,0.0,0.9795918367346936,25.22,Silver,0.0,0.0,29.0,0.0,1.0,No,4.5,Low Risk,39.18,0.6000000000000001,0.0,22.5,High,Low,Discount Hunters,Promo Locked,Summer,Outerwear
684,36,36.0,36,3,2.7,33,Male,Michigan,Yes,Bank Transfer,Free Shipping,1,1,1,1,Monthly,12.0,1,0,1.0,Unsatisfied,0.2,0.0,0.0408163265306122,10.82,Bronze,0.0,0.0,36.0,0.0,1.0,No,8.0,High Risk,1.63,0.08,0.0,10.4,Low,Low,Discount Hunters,Promo Locked,Winter,Footwear
685,82,82.0,82,42,4.7,63,Male,Alabama,Yes,Debit Card,Express,1,1,1,1,Monthly,1.95,1,0,1.0,Unsatisfied,0.7750000000000001,0.0,0.836734693877551,55.48,Platinum,0.0,0.0,82.0,0.0,1.0,No,31.0,Low Risk,33.47,0.8800000000000001,0.0,57.4,High,Medium,Discount Hunters,Promo Locked,Summer,Accessories
686,71,71.0,71,32,3.5,70,Male,Massachusetts,Yes,Cash,Standard,1,1,1,1,Fortnightly,2.22,1,0,1.0,Unsatisfied,0.6375000000000001,0.0,0.6326530612244897,44.53,Gold,0.0,0.0,71.0,0.0,1.0,No,25.5,Low Risk,25.31,0.4000000000000001,0.0,37.5,Medium,Low,Discount Hunters,Promo Locked,Winter,Clothing
687,35,35.0,35,33,3.0,70,Male,Indiana,Yes,Venmo,2-Day Shipping,1,1,1,1,Fortnightly,1.06,1,0,1.0,Unsatisfied,0.1875,0.0,0.6530612244897959,22.44,Silver,0.0,0.0,35.0,0.0,1.0,No,7.5,High Risk,26.12,0.2000000000000001,0.0,13.5,Medium,Low,Discount Hunters,Promo Locked,Fall,Clothing
688,38,38.0,38,46,3.3,19,Male,West Virginia,Yes,Bank Transfer,Free Shipping,1,1,1,1,Quarterly,0.83,1,0,1.0,Unsatisfied,0.225,0.0,0.9183673469387754,29.62,Silver,0.0,0.0,38.0,0.0,1.0,No,9.0,High Risk,36.73,0.32,0.0,18.6,High,Low,Discount Hunters,Promo Locked,Winter,Accessories
689,59,59.0,59,44,4.7,25,Male,Michigan,Yes,Venmo,Store Pickup,1,1,1,1,Monthly,1.34,1,0,1.0,Unsatisfied,0.4875,0.0,0.8775510204081631,41.93,Gold,0.0,0.0,59.0,0.0,1.0,No,19.5,Low Risk,35.1,0.8800000000000001,0.0,45.9,High,Medium,Discount Hunters,Promo Locked,Summer,Accessories
690,91,91.0,91,35,4.7,19,Male,Pennsylvania,Yes,Credit Card,Express,1,1,1,1,Every 3 Months,2.6,1,0,1.0,Unsatisfied,0.8875,0.0,0.693877551020408,58.25,Platinum,0.0,0.0,91.0,0.0,1.0,No,35.5,Low Risk,27.76,0.8800000000000001,0.0,61.9,High,Medium,Discount Hunters,Promo Locked,Summer,Clothing
691,68,68.0,68,45,4.8,25,Male,Alaska,Yes,Bank Transfer,Standard,1,1,1,1,Weekly,1.51,1,0,1.0,Unsatisfied,0.6000000000000001,0.0,0.8979591836734693,47.96,Platinum,0.0,0.0,68.0,0.0,1.0,No,24.0,Low Risk,35.92,0.92,0.0,51.6,High,Medium,Discount Hunters,Promo Locked,Spring,Clothing
692,21,21.0,21,37,2.9,60,Male,Massachusetts,Yes,Paypal,Standard,1,1,1,1,Bi-Weekly,0.57,1,0,1.0,Unsatisfied,0.0125,0.0,0.7346938775510203,15.32,Bronze,0.0,0.0,21.0,0.0,1.0,No,0.5,High Risk,29.39,0.1599999999999999,0.0,5.3,High,Low,Discount Hunters,Promo Locked,Summer,Accessories
693,95,95.0,95,40,4.0,35,Male,North Dakota,Yes,Debit Card,2-Day Shipping,1,1,1,1,Every 3 Months,2.38,1,0,1.0,Unsatisfied,0.9375,0.0,0.7959183673469387,62.79,Platinum,0.0,0.0,95.0,0.0,1.0,No,37.5,Low Risk,31.84,0.6000000000000001,0.0,55.5,High,Medium,Discount Hunters,Promo Locked,Spring,Accessories
694,52,52.0,52,30,3.1,46,Male,Vermont,Yes,Cash,Free Shipping,1,1,1,1,Every 3 Months,1.73,1,0,1.0,Unsatisfied,0.4,0.0,0.5918367346938774,31.84,Silver,0.0,0.0,52.0,0.0,1.0,No,16.0,High Risk,23.67,0.2400000000000002,0.0,23.2,Medium,Low,Discount Hunters,Promo Locked,Spring,Clothing
695,21,21.0,21,38,3.5,41,Male,Kentucky,Yes,Venmo,2-Day Shipping,1,1,1,1,Every 3 Months,0.55,1,0,1.0,Unsatisfied,0.0125,0.0,0.7551020408163265,15.73,Bronze,0.0,0.0,21.0,0.0,1.0,No,0.5,Low Risk,30.2,0.4000000000000001,0.0,12.5,High,Low,Discount Hunters,Promo Locked,Fall,Clothing
696,67,67.0,67,15,3.7,30,Male,Nevada,Yes,Debit Card,Next Day Air,1,1,1,1,Every 3 Months,4.47,1,0,1.0,Unsatisfied,0.5875,0.0,0.2857142857142856,35.09,Gold,0.0,0.0,67.0,0.0,1.0,No,23.5,Low Risk,11.43,0.4800000000000002,0.0,37.9,Low,Low,Discount Hunters,Promo Locked,Summer,Clothing
697,42,42.0,42,49,2.8,44,Male,Utah,Yes,Cash,Standard,1,1,1,1,Monthly,0.86,1,0,1.0,Unsatisfied,0.275,0.0,0.9795918367346936,33.34,Silver,0.0,0.0,42.0,0.0,1.0,No,11.0,High Risk,39.18,0.1199999999999998,0.0,14.6,High,Low,Discount Hunters,Promo Locked,Fall,Accessories
698,63,63.0,63,40,4.6,61,Male,North Dakota,Yes,Debit Card,Free Shipping,1,1,1,1,Quarterly,1.58,1,0,1.0,Unsatisfied,0.5375000000000001,0.0,0.7959183673469387,42.79,Gold,0.0,0.0,63.0,0.0,1.0,No,21.5,Low Risk,31.84,0.8399999999999999,0.0,46.7,High,Medium,Discount Hunters,Promo Locked,Summer,Accessories
